content	person
皇马相中西班牙国脚价值3600万世界杯他比托雷斯管用新浪体育讯　据西班牙马卡电台记者埃斯特拉达披露，皇马对现效力于毕尔巴鄂竞技的西班牙国脚前锋洛伦特非常感兴趣。埃斯特拉达在其专栏中透露：自从穆里尼奥来到皇家马德里之后，他的重点引进目标之一就一直是一名前锋。尽管皇马队内已经拥有像伊瓜因和克里斯蒂亚诺·罗纳尔多这样的攻击球员，但穆里尼奥想要的是一名风格不同的射手，他希望皇马高层能引进一名善于在禁区内打破僵局的强力中锋。此前已有媒体猜测皇马对拜仁慕尼黑的马里奥·戈麦斯和尤文图斯的阿毛里感兴趣，但穆里尼奥真正提到名字的人却是效力于毕尔巴鄂竞技的费尔南多·略伦特。略伦特拥有了穆里尼奥要求的一切条件：他头球好，双脚技术出色，跑动意识好，善于牵扯对方中卫的防守。此外，略伦特还拥有丰富的大赛经验，西班牙队夺得南非世界杯冠军，其中也有他的功劳。穆里尼奥希望略伦特尽快加盟，以便彻底完善皇马的球员结构。随着中场赫迪拉的到来以及皇马在边后卫位置上的操作，略伦特很可能是最终使球队完整的意外引进。不过，交易能否达成还必须要看略伦特本人以及毕尔巴鄂竞技方面的立场。略伦特的违约金在3600万欧元左右，很多球队都已经打听过他的情况。(KKGonzalez)	戈麦斯,洛伦特,阿毛里,托雷斯,穆里尼奥,马里奥,埃斯特拉达,伊瓜因,略伦特,KKGonzalez,克里斯蒂亚诺·罗纳尔多,赫迪拉
经验交流：司法考试是一个斗智斗勇的过程我是第一年参加司法考试，今年考了434分。我觉得司法考试是一个斗智斗勇的过程，现在我把我的一些体会分三个阶段与大家一起分享！我是从三月中旬开始准备的，因为是第一次考，心理没有底，所以准备比较早。那时也是摸着石头过河，脑海里对考试的内容都没有一个系统的体系，有点觉得胡子眉毛一把抓，也许是以前的功底还不错，有时觉得有些意想不到的效果，就这么样混混沌沌的一个半月过去了。这时朋友建议我去报个班，可能对我有帮助，我报了一个周末和晚上上课的班，可以自由安排时间，哪天学累了可以自主决定休息，就这么样我跟着老师的进度学习。在老师的引导下，学习效率大大提高，有些不懂的地方也迎刃而解，学得如鱼得水！今年的卷三得了122分。第二阶段是7月到8月了，这段时间离考试不到三个月了，马上就要开奥运会了，前一段时间去找自习室，折腾了几个星期，挪来挪去，学习计划一度被打乱，最远的还去过海淀图书馆，可离住的地方实在太远，花在坐车的时间来回也得4个小时，太不划算了，大热天，心里更加烦躁，想来想去，只有回家看书了，在老家呆在自己的房间里，虽然安静，可没有人与我交流，我只有每天发短信或者上网与司考同路人交流，这么样就可以知道他们的进度，看看自己有没有落后，哪个知识点掌握的不好，每天只规定自己看六个小时，但必须要有效率，剩下的时间奖励自己看奥运比赛，基本比较重要的比赛我都没有落过。第三阶段就到就9月了，回到北京我就开始把从03到07真题认认真真地做了一遍，把做错的地方找找相关的知识再看看。剩下的时间把论述稍微看了一下，我是觉得第四卷没有必要下工夫，因为如果把前三卷的基本功打好了，第四卷基本上没有太大的问题，只要做到卷面干净，字迹清楚就可以了！俗话说：台下十年工，台上一分钟。临场发挥也很重要，这个时候比的是心理素质了。我还是比较紧张的，卷二刚刚发下来，就听见老师说有人卷一没有用A4铅笔填准考证号，我猛然发现自己就没有填，心理老想着会不会卷一作废，所以考卷二时心里有杂念，怪自己的粗心大意，结果卷二考得有点失常，刑诉错得有点离谱，考完后结果是虚惊一场，监考老师说就是没有填准考证号他们也帮填了，晚上一直懊悔卷二考砸了，但想也没有用了，只有在下面的考试中挽回局面，提起精神把第二天的要考的好好看看一下，结果第二天很快就调整过来了，写得很顺手！今年在司法考试上算是圆满结局了，但往后的法律路还很漫长，得不断学习！不断进取！路漫漫其修远兮，吾将上下而求索！更多信息请访问：新浪司法频道司法考试论坛司法考试博客圈特别说明：由于各方面情况的不断调整与变化，新浪网所提供的所有考试信息仅供参考，敬请考生以权威部门公布的正式信息为准。	
基金借创新突围困局：股指期货增添新砝码一季度以来，14只具有创新特质的基金产品“驰援”A股市场，占新发基金数量的39%，甚至出现一日四只创新产品齐发的局面。“创新”几乎成为今年基金行业被谈论最多的话题，而股指期货和融资融券业务的正式推出，更进一步打开了基金产品创新的策略空间。纵观年内发行的各基金产品，“创新”的份量也越来越重，指数产品风格化、杠杆使用频繁化、QDII出海多元化、ETF及其联接基金大行其道。然而，在这些产品创新的背后，却体现出基金业试图突破产品同质化严重、销售靠天吃饭、行业利润率下降等困境的努力。⊙本报记者马全胜孙旭多路齐发创新迭出截至4月19日，今年以来共有36只新基金开始发行，其中，32只投向境内市场，4只为QDII，风格化指数产品、带杠杆的分级基金、ETF及其联接基金成为主流。此外，境内首只采用LOF模式的QDII基金——国投瑞银全球新兴市场精选股票基金也将于近期发行；海富通基金已在准备发行可同时投资于A股及H股市场的“两栖”QDII产品；华安基金和富时集团也已达成协议，授权开发针对富时100指数的跨境ETF产品……创新基金产品正以前所未有的态势迅速填补着我国各细分市场领域的空白。在各类创新产品中，首先，指数基金的风格化渐渐成为一大潮流。无论是日前结束募集的首只行业指数基金——国投瑞银沪深300金融地产指数基金，还是首只A股市场风格指数ETF及其联接基金——华宝兴业上证180价值ETF及其联接基金，或是首只跟踪创新基本面指数的泰达宏利中证财富大盘指数基金，都是在2009年指数基金爆发式发展的基础上开发出来的风格化指数产品。“一方面，由于指数基金作为被动性投资产品，标的指数具有较强的排他性，为了避免同质化竞争，基金公司必须积极创新，开发具有不同风格特征的指数产品；另一方面，随着去年指数基金的大扩容，新指数的开发也呈现加速发展和差异化设计的态势；因此，发行不同风格特征的指数基金具备了多方面条件。”长信中证央企100指数基金经理许万国一语中的。安信证券首席金融工程师付强判断，“风格、行业和主题指数产品将是2010年指数基金的发行主流，在传统指数基金与ETF的竞争性发展格局上，今年ETF将获得优势，这主要是因为联接基金打通了ETF的银行渠道。”对于代表着当前最具创新水准的分级基金，由于其自身所具有的杠杆特性、可满足不同投资者的细分需求、以及存在多重交易策略选择，颇受市场关注。国联安基金公司副总经理王峰表示，“与国内现有基金产品同质化现象完全不同，分级基金通过其特有的基金收益分配制度对基金风险收益进行重新划分，建立杠杆效应，填补了追求高收益或稳定收益投资需求的空白。”根据记者从多家公司了解到的信息，目前正在加紧筹备的分级基金，包括债券分级基金，就有5只之多。此外，对于QDII基金的再度出海，目前已有国泰纳斯达克100指数、工银瑞信全球精选、长盛环球景气行业大盘等三只新产品上市发行。国泰君安证券基金分析师吴天宇表示，被动化投资和跨境ETF的出现将是今年QDII产品的新特点。据悉，当前市场已有多只QDII指数产品正在准备中。其中，鹏华基金已被授权开发摩根斯丹利资本国际公司旗下6只指数的ETF产品，博时基金也已获得开发标普500跨境ETF的授权。创新突围多角度求解然而，就在创新产品逐渐走向“深水区”之际，摆在基金公司面前的却是行业利润率逐渐下降、新基金发行难度加大、基民“赎老买新”等一系列难题。根据安信证券近期研究报告，自我国开放式基金诞生以来，2009年开放式基金首次出现了现金流为负的纪录。2009年开放式基金的净赎回为3588亿元，分红为730亿元，各种运营费用为381亿元，考虑3470亿元的新基金发行，现金流出量达到了1230亿元。尽管去年新基金的发行在很大程度上平滑了基金净赎回带来的影响，但如果从份额角度看，我国基金行业依然处于被净赎回状态。市场分析人士认为，“产品单一”和“渠道单一”是造成目前基金业拓展市场份额困局的主要原因。“放眼目前的基金市场，尽管几百只基金名目繁多，但基本模式和品种都差不多，这同市场的需求是脱节的。市场细分不到位，市场潜力无法得到充分挖掘，大量雷同的‘概念’降低了市场对于基金的投资热情；同时，基金销售渠道不够多元化，高峰时银行渠道过分拥堵，无法对每只在发基金都‘竭尽所能’去营销，基金产品的销售也就无法实现‘公平’和‘充分’。”一位银行理财师表示。日前，在中国证券投资基金年会上，易方达基金副总裁刘晓艳表示，“今年基金销售特别难，其原因不是因为产品过多，而是因为产品同质性太强，真正提供给客户的创新产品不多。”招商银行零售银行部副总经理张东则认为，“市场是有需求的，如果能够开发出客户需要的产品，基金销售其实并不困难，如银华基金旗下的保本基金募集当天就卖掉了48亿，最后启动了比例配售。”国泰君安证券金融工程负责人蒋瑛琨分析，未来基金创新领域可能主要向三个方向发展：其一，随着融资融券和股指期货的推出，基金产品创新的策略空间已被充分打开，就股指期货与ETF的结合就有很多创新可做；其二，基金的交易方式上会有所创新，特别是未来如果基金引入股指期货进行流动性管理的话，换手率会进一步降低，相应的投资成本也会降低；其三，基金产品的结构也会逐渐合理，保本型和杠杆型基金的创新方式将不断深化。事实上，为了促进基金行业发展，监管层正在不遗余力地推动基金产品的创新。在基金分类审批中，监管层为创新产品开辟了绿色通道，使得今年创新产品获批的速度加快。上交所副总经理徐明此前表示，上交所已同意有关基金公司开发追踪海外指数的跨境ETF，技术系统、后台服务等各项准备工作已基本就绪。深交所相关负责人表示，深交所将着力从国际化、指数化、结构化三个方向推动基金在交易所平台的发展。基金市场的蛋糕有望通过创新这一“发酵剂”实现扩大。此外，从目前的创新基金品种来看，大多数产品属于交易所交易的场内基金。分析人士指出，场内基金的交易品种日趋多样化、交易费用的相对低廉、以及交易方式的快速便捷使得场内基金具有较大的吸引力；场内交易基金的创新也可以有效拓宽券商等多个基金销售渠道，缓解基金拥堵扎堆发行的现象，使得基金销售更加充分和到位。创新之路并不平坦股指期货增添新砝码目前看来，基金产品的创新之路似乎并不平坦。有基金研究员人士指出，基金投资人是基金产品的需求方，是牵引基金产品发展与创新的根本性力量；而在当前A股市场，投资人往往将长期需求短期化，随着市场热点变化而追求短期内表现较好的基金；因此，未来基金产品的创新需要投资者教育工作和新产品开发设计并重。银河证券基金分析师王群航指出，受去年五月份长盛同庆成功发行的影响，部分基金公司经过了将近一年时间的准备，终于发行了具有更多创新成分的分级基金。不过即使如此，由于从理论上无法解决上市之后加权收益率将会折价的困扰，这些被寄予了更多希望的新产品发行情况并不理想。更为糟糕的是，部分基金公司的市场营销人员对于此类产品的理解程度也许很有限，在营销推广方面或许会存在误导投资者的嫌疑。目前，股指期货成功推出，已将一些新的操作策略引入基金管理人的视野。蒋瑛琨博士向记者表示，“最近一段时间以来，基金公司就股指期货方面的咨询显著增加，公募基金对于套期保值的关注已在提升，而且关注的公司也越来越多；对于专户业务，基金公司的关注点主要表现在套利策略和交易系统方面，甚至有的公司还交流了要不要就股指期货设一些专门的交易员。”此外，记者从一家券商研究所获悉，包括易方达、大成、泰达宏利在内的其他基金公司也已在积极备战与股指期货对接的专户产品。大成基金金融工程部执行总监高贵鑫表示，在股指期货推出初期，将更偏向于推出有充分的把握、结构相对简单、策略简洁清晰的套保产品；在股指期货市场正常运转一段时间后，大成基金会采用实际的市场数据对大成基金的各项工作进行检验，在能够确保套利模型有效运转，系统效率、工作流程和人员素质确实能够匹配套利要求，同时流动性等市场环境也能够满足套利需求时，再推出这类产品。	许万国,王峰,刘晓艳,马全胜,吴天宇,孙旭,蒋瑛琨,徐明,张东,王群航,高贵鑫
荷兰功勋老将登百场殿堂15年辉煌若夺世界杯将完美新浪体育讯　与丹麦队的比赛，打响了荷兰队本届世界杯的第一枪。这场比赛对于老队长范布隆霍克斯特来说，更是具有纪念意义的一场比赛，这是范布隆霍克斯特代表荷兰队的第100场正式比赛。“梦幻郁金香”的荷兰队中，35岁的老队长范布隆克霍斯特算不上星光璀璨，但他绝对是重大赛事中阅历最为丰富的队员，曾参加过两届世界杯和两届欧洲杯的他，已然代表国家队征战过百场，他是荷兰队左路密不透风的铁闸。家有一老如有一宝，虽然已达到了35岁的高龄，但本场比赛范布隆克霍斯在攻防两端皆有突出贡献，其充沛的体能和状态的保持就连主教练范马尔维克都为之惊叹：“吉奥永远不是最引人注目的，但他却是球队最关键的一环。”范布隆克霍斯特出道于荷兰国内俱乐部费耶诺德，并先后辗转于格拉斯哥流浪者、阿森纳和巴塞罗那。可以说，范布隆克霍斯特是幸运的，17年间，他几乎拿遍了俱乐部的所有荣誉。这其中包括了代表流浪者队在98-99和99-00两个赛季的苏超两连冠；转会阿森纳之后，又率队捧起了01-02赛季的英超冠军，之后两年，范布隆克霍斯特又两度捧起足总杯冠军；接下来他在职业生涯的颠峰段转会到了巴塞罗那，分别于04-05赛季和05-06赛季蝉联西甲两连冠，2006年更是站到了欧洲之颠，代表巴萨加冕欧冠冠军。但范布隆克霍斯特同时又是不幸的，在“无冕之王”的荷兰国家队，他始终未能一尝世界冠军或者欧洲冠军的滋味，而本届南非世界杯，将是范布隆克霍斯特最后的机会。自1996年首次身披国家队的橙色战袍以来，范布隆克霍斯15年间已经为荷兰国家队出场了100场，贡献了5粒进球。然而英雄总有谢幕时，本届世界杯后，范布隆克霍斯亦将正式退出国家队：“这次离开只是我生命中一段篇章的结束，但是我并不希望结束费耶诺德的时光，在我的职业生涯即将结束的时候，希望能够在南非绽放最后的光芒，而我也将会竭尽所能与队友和教练合作，力争将大力神杯带回荷兰。那才是一个完美的结局！”(陈驰)	范布隆克霍斯特,范马尔维克,范布隆霍克斯特,范布隆霍斯,吉奥,陈驰
美的精英赛斯科特65杆领先高杰刘俊峰落后两杆新浪体育讯　北京时间10月15日，澳大利亚大炮克雷格-斯科特(CraigScott)第一天打顺德君兰国际高尔夫俱乐部，便打出65杆，低于标准杆6杆，取得了美的中国精英赛首轮领先。中国选手高杰与刘俊峰表现也不错，分别打出67杆，低于标准杆4杆，位于并列第四位。克雷格-斯科特由于护照出了问题，直到星期三下午5点才来到顺德。他开了一个球车在球场上转了一圈，就相当于练习了。星期四在完全盲打的情况下，澳大利亚人抓到5只小鸟，射下1头老鹰，虽然在第五洞四杆洞吞下了柏忌，最终就力压爱尔兰选手艾迪-巴尔(EddieBarr)和澳大利亚选手布拉德-麦克因托什(BradMcIntosh)取得了领先。后边这两位选手在第一轮交出66杆，低于标准杆5杆。2003年美国公开赛亚军斯特芬-林尼(StephenLeaney)今天的开局和收尾很不错，前三个洞打出低于标准杆4杆，而最后两个洞连抓两只小鸟结束。可是他中间出现了一个双柏忌和一个柏忌，最终交出67杆，与中国选手高杰、刘俊峰、韩国选手成始雨(SeaWooSung)一起位于并列第四位。“或许不看球场还好一些。”在加拿大巡回赛上征战四年的克雷格-斯科特半开玩笑地说，“你不看球场，不知道危险在哪里。”其实克雷格-斯科特在君兰打得好的真正原因是他的长杆发挥不错。在澳大利亚巡回赛上，他是发球距离排名前三位的球手。星期四，球场虽然不怎么滚动，他的发球距离也有290到295码。当然这些球能停在球道上也是关键。克雷格-斯科特今天只有一次发球没有上球道。另外，他还有一个颇有运气的球。在第15洞三杆洞，他开球开到果岭后方，距离旗杆大约有10码。他一切进洞便抓到了小鸟。开球距离长在君兰国际高尔夫俱乐部总是会有优势的。克雷格-斯科特的同胞布拉德-麦克因托什一早打出66杆之后也表达了相似的意思。该选手今天抓到9只小鸟，但是也吞下了4个柏忌。曾经在澳大利亚赢得两场比赛的布拉德-麦克因托什说：“这一轮蛮起伏的，有许多小鸟，也有许多柏忌，但不是发球过猛的原因。柏忌主要是因为短杆不好，出现了一些三推。”开球的强项也让刘俊峰处于前列。作为中巡赛唯一一个拿下双鹰的选手，刘俊峰今天抓到了6只小鸟，吞下2个柏忌。河南洛阳选手高杰也是这种观点，他甚至觉得这个球场比较短。29岁选手今年在珠海金湾的职业考试中刚刚获得职业资格，他说：“这个成绩很好，可我还有几个小鸟没有拿下，要不然会更好。”张连伟71杆，平标准杆，吴阿顺70杆，低于标准杆1杆，而梁文冲打出69杆，低于标准杆2杆。“今天我的铁杆小左曲，而木杆又是小右曲。这让我无法靠近旗杆，这是我小鸟球机会不太多的原因。”梁文冲说，“另外，练习果岭与实际的果岭速度不一样，所以在短推的力道上也没有掌握好。可是总体来说，我现在的状态不错。”梁文冲刚刚从日巡赛归来。他在亚巡赛和日巡赛联合举办的亚太公开赛上获得了亚军，而上一周的佳能公开赛，要不是第一轮打出74杆的话，他完全能获得一个前十名。那场因为恶劣天气而削减为三轮的比赛，他最终获得了并列第17名。点击浏览详细成绩>>(小风)	布拉德-麦克因托什,斯科特,刘俊峰,张连伟,吴阿顺,刘进峰,小风,梁文冲,成始雨,艾迪-巴尔,高杰,克雷格-斯科特,斯特芬-林尼
佳能“夏季缤纷EOS月”体验巡展再启航【IT168资讯】传播影像文化，回馈新老客户，7月2日至8月14日，佳能(中国)有限公司再启动“夏季缤纷EOS月活动”，活动覆盖全国45个城市，每周六、日在全国多个城市同时展开。	
大四学生精通魔术每月可挣3000元工资本报讯（通讯员吴珊李翌记者翁晓波）一副普通的扑克牌，随意打乱、重洗之后，4张A竟可以被精确地挑出来。湖北大学大四学生邵明轩的魔术表演不仅让他在同学中有“小刘谦“之称，更让他每月可挣3000多元工资。邵明轩爱上魔术是在7年前的2003年，某卫视播出一档魔术节目——《魔星高照》，该节目由刘谦主持。“我开始痴迷于这种神秘的游戏。”他不仅反复练习节目里教的小魔术，还开始总结不同魔术之间相同的技巧。中考结束后，他常把自己关在屋子里，连续几个小时地琢磨这种神秘的游戏。儿子的执着魔术梦感动了父母，他们找到职业魔术师，让儿子学习专业的魔术技能。于是，从大一开始，每个周末便成为邵明轩的“魔术充电期”，他在师傅的帮助下，学习“门子”（即魔术的秘诀），学做魔术道具，从玩牌，变玫瑰，变鸽子……每逢同学间有聚会，院系有活动，“邵明轩魔术表演”便成为不可或缺的一个环节。2008年，邵明轩开始利用闲暇时间跟着师傅外出赶场演出。“我把钱拿回家，拿给爸妈，让他们知道我可以在魔术的道路上走下去。“邵明轩说。如今，仍是大四学生的他已成为师傅手下的职业魔术师，每月可以拿到2000—3000元的工资，维持自己的生活。	邵明轩,翁晓波,吴珊,李翌,刘谦
中国境内银行换汇最划算轻易别找导游换外币春节将至，很多市民踊跃报名团体境外游。如何兑换外币、兑换多少外币，成为多数境外游“菜鸟”的疑问。记者了解到，此中猫腻多多，游客要想省钱，最好提前在中国内地兑换好，交易费用至少可省一成。文/记者井楠记者了解到，报团出国游，兑换外汇一般有三种途径，一是在中国境内找银行兑换，二是在飞机场银行兑换，三是出国以后找当地导游兑换。站在游客的角度来说，三个方法中，在中国境内兑换最划算，飞机场兑换则最不划算。比如广州市民青睐的泰国游。人民币与泰铢目前的汇率中间价是4.84，那么，在中国内地的银行办理，包括千分之三到千分之六的交易费用，市民的买入价格一般在4.81到4.83之间，100元人民币，可以换到至少481元的泰铢。而各国的飞机场银行运作成本高昂，外汇买入与卖出价格一般相差15%到30%，也就是说，如果市民到飞机场兑换100元人民币，一般只能换到410~420元人民币。至于当地导游，不赚外国人的钱是绝对不可能的。一般来说，100元人民币也只能换到大约450元的泰铢。据记者了解，各地的华人导游虽然有区别，但赚10%的外汇差价，是全球业内不成文的潜规则；该差价也要与中国内地的领队分享。最好提前1天预约银行网点除非时间确实紧急，建议游客最好先在内地的银行兑换好外汇。从广州目前的情况来看，去中国银行兑换外币仍是最为便捷、费用较合理的途径，交易费用按日调整，一般为千分之三到千分之五。工商银行、招商银行、外资银行也开办类似业务，有的费用略高，有的营业网点有限，需要等待较长时间。每家银行网点预留的外汇有限，顾客最好提前1天预约，打银行服务热线的人工服务，就近挑选营业网点，留下联系电话后，等待银行的通知。一旦接到通知，就携带人民币与身份证，去柜台办理。当然，多数的银行网点都有比较充足的港币、美元与欧元，有的时候不用预约，也可当场办理。参照报团费1比1准备额外外汇出国旅游该准备多少额外的外汇？民生银行理财专家简岑认为，对于多数中国内地游客来说，参照报团费用，1比1准备出国的额外花费比较合适。比如在广州报名日本的本州6日游，每人报团的费用一般在7899元人民币。每个人交完团费之后，最好还要准备折合约8000元人民币的日元。这是因为，除开报团费，出国的花费一般分为三部分。首先是自费项目。一般旅行团指定自费项目的最大预算相当于旅游团费的1/3到1/2比例，游客交了8000元去旅游，如果想所有项目都玩，就需至少再准备2400元。再者，矿泉水、小食品等即时消费也是出国花费的主要组成部分，一般按照每人每天100元的标准。去欧洲玩10天，就至少需要再追加1000元，去日本玩6天，就还需要600元。最后，游客出国都要购物，去的国家不同，区别较大，但一般准备相当于团费1/3到1/2的费用，总是能应付过来的。三个项目加总起来，总花费基本相当于团费总额，构成了1比1的比例。	井楠,简岑
粤21万人周末赶自考14门课程禁用计算器本报讯　(见习记者/张胜波　通讯员/廖翊华)省教育考试院介绍,全国统一高等教育自学考试将于10月25日、26日举行。本次自学考试共开考128个专业(本科专业66个,专科专业62个),开考课程396门,共有218930名考生报考本次考试。考生参加考试时务必带齐2B铅笔、黑色字迹的钢笔或签字笔、橡皮擦等文具。本次考试使用计算机辅助评卷课程将由原来的5门增加至14门,参加这些考试的考生需要使用铅笔填涂答案。更多信息请访问：新浪自考频道自考论坛自考博客圈特别说明：由于各方面情况的不断调整与变化，新浪网所提供的所有考试信息仅供参考，敬请考生以权威部门公布的正式信息为准。	廖翊华,张胜波
新大洲：被严重忽视的新能源电池概念方正证券赵玉涛继新能源电池板块中一线品种杉杉股份、西藏矿业、科力远等连续飙升、富贵逼人之后，今日该板块中的二三线品种中金瑞科技、佛塑股份等品种强势涨停，再度将市场人气充分激活！受其刺激，中信国安、中国宝安、福田汽车等相关新能源电池产业链受益品种亦以长阳报收。回顾近期盘面，新能源电池板块中诸如西藏矿业、杉杉股份、中信国安、中国宝安等品种无不演绎新能源电池的造福神话。可以说，一时间新能源电池风起云涌、黑马奔腾！独无有偶，此前针对奥巴马胜选的期望，让美国能源巨头FirstSolarInc.(FSLR)股价大涨。显然，一股新能源电池热正在全球股市掀起，其背后推动力正是美国新总统奥巴马推出未来十年1500亿美元新能源计划。因此，可以说新能源电池的市场前景超出想象，相关上市公司无疑将面临重大的投资机遇。此外，新能源电池板块经过一轮狂飙，整体估值得以全线大幅提升，给新能源电池相关品种带来极大的投资机会，尤其是一些未被市场所发掘的二三线品种，像今天强势涨停的金瑞科技和佛塑股份，就是最典型的例证！因此，我们认为，一直未有表现的同类品种新大洲(000571)值得投资者重点关注！资料显示，新大洲(000571)参股的大连新源动力是中国燃料电池领域规模最大的企业，在国内率先实现了燃料电池实验室科研成果向现实生产力的转化，由新源动力等单位提供动力系统的帕萨特领驭氢燃料电池轿车已经作为公务用车在奥运中心区进行了示范运营；同时，新大洲(000571)旗下的上海新大洲电动车有限公司专业进行电动自行车的研发、制造和销售。那么，在新能源电池板块中一线品种全线大幅飙升、二三线品种黑马奔腾的大背景下，新能源动力领域题材非常正宗和丰富的新大洲(000571)无疑被市场严重忽视，相信该股必将复制前述同类品种所连续涨停的神话！奥巴马发力新能源突破口在燃料电池事实上，自参选之日起，奥巴马就显示出对新能源产业的极大关注。产业政策中对新能源做出了极大倾斜，未来十年将投入1500亿美元资助替代能源的研究，并为相关公司提供税务优惠；发展清洁能源，大幅减少对中东和委内瑞拉石油的依赖；计划到2012年，美国发电量的10%将来自可再生能源等。其中，奥巴马对新能源汽车的青睐尤为引人注目，目前盛传将采用混合动力凯迪拉克作为白宫座驾。奥巴马在竞选时承诺，计划以7000美元的抵税额度鼓励消费者购买节能型汽车；动用40亿美元的联邦政府资金支持汽车公司推进新能源车的销售，到2015年使美国的混合动力汽车销量达到100万辆。显然，奥巴马未来能源计划中的核心焦点，就集中在新能源动力汽车。资料显示，燃料电池是举世公认的高效、便捷及有益于环境的绿色能源装置。它利用氢和氧生成水的过程来产生电力的一种装置。所依据的原理，是中学课程中“水的电解”反应的逆反应。因为是将燃料通过化学反应释放出能量变为电能输出，所以被称为“燃料电池”。目前广泛研发的燃料电池有质子交换膜燃料电池(PEMFC)、直接甲醇燃料电池(DMFC)、碱性燃料电池(AFC)等。其中，质子交换膜燃料电池(PEMFC)因其不经过燃烧直接以电化学反应连续地把燃料和氧化剂中的化学能直接转换成电能，具有能量转换效率高(一般都在40%～50%，而内燃机仅为18%～24%)、无污染、启动快、电池寿命长、比功率、比能量高等优点，成为应用最广的一类燃料电池。该技术已被美国、加拿大等发达国家认定为21世纪首选的清洁能源系统。	赵玉涛,奥巴马
十一黄金周华东地区家居促销一览上海地区乐居建材团购火热报名1、到就送装修大礼包新浪乐居论坛凡签到的网友都可以凭手机短信领取2、300元现金抵用券大放送现场下订200元就可抽取100、200、300现金抵用券。3、现场活动实物大抽奖16：00整点抽取实物大奖，下订就有机会抽取微波炉、电饭煲、电风扇。4、5000元人工费免单大奖等你来拿装修下订200元就有机会抽取5000元人工费免单大奖，这次网站帮你付人工费(不得折现)5、开工就送免费第三方监理所有签到下订的网友免费赠送第三方监理，帮你装修大把关。6、网站保障体系，签到网友免费享受所有签到网友皆可免费体验前所未有的先装修后付买房	
电信系广电系内部融合加速电信系广电系内部融合加速统一监管或成三网融合制度基础■本报记者沈加军2月6日，中国电信的“家庭信息第四屏——魔屏mTouch”在上海国美徐汇店上柜露面，“魔屏mTouch”采用八英寸显示屏，集合了手机、电视以及电脑三屏优势，。也是在上周，据中国有线电视网络有限公司透露，有线电视网省内整合已彻底完成的省份达到13个，同时有10个省份正在推进此项工作。单独看两方面各自的融合速度，不可谓不大，但是，整个中国的三网融合进程缺只能用缓慢来标注。难题仍然是原来的难题，行业老专家舒华英一语道破，实现三网融合首先要探讨统一监管问题。统一监管机构是三网融合的制度基础从过来的三网融合经验可看出，设立融合管制机构，对网络实行统一监管都是三网融合实现突破的基础，典型国家包括英国、美国、加拿大、日本等。2003年英国依据《2003年通信法》设立了融合性的监管机构OFCOM?英国通信管理局，彻底打破了原来信息领域中存在的各种壁垒，使技术和业务得到进一步融合。而美国监管机构FCC?联邦通信委员会本来就是一个融合性监管机构，其监管范围包括公共电信、专用电信、广播电视等。日本在总务省下面设立了信息通信政策局和综合通信基础局，同时监管电信和广播业。但在国内，由于面临利益和政策上的障碍，迟迟无法取得突破。舒华英教授表示，由于广电与电信分属于两个不同的部门管理，因此三网融合中的部门利益协调依然是一个大难题，广电和电信之间壁垒森严的难题未解决的直接后果就是已经争论了十几年的三网融合问题将被无限期搁浅。因此，要真正实现三网融合，信息服务业、通信、广播以及借助网络的新兴媒体等需要更高层面的监管机构来行使监管职权。应该建立国家信息监管委员会，利用这一监管平台进行单纯监管，实现政企分离。相互准入实现市场化运营是前提在三网融合的实践上来看，目前多数国家直接允许相互进入。英国立法明确规定准许传统广电和电信双向进入，同时对电信业采取竞争开放的监管办法，对广电业的准入相对严格一些。德国和印度两国的电信企业在提供融合性服务上已经不存在法律障碍。三网融合的发展要充分发挥市场机制的作用，市场机制是推进三网融合的前提。从国内实际来看，三网融合确实改变了广电与电信相互隔离的外部关系，但双方各自独立的内在特性依然存在。但是三网融合发展趋势不可逆转，尤其在当前金融危机的背景下，三网融合需求显得更为迫切。虽然广电一直在推进改革，但是不时也传出广电“既做运动员，又做裁判员”等不符合市场经济规律的事件，黄石广电叫停IPTV、莆田广电强推数字电视等可见一斑。广电方面应加快市场化改革的步伐，广电本身实现“制播分离”，即内容和传输分离是比较可行的办法，三网融合也就水到渠成了。三网融合超越一切利益之争目前全球经济的复苏主要得益于各国经济刺激方案的短期作用。国家的一系列内政措施，都与拉动内需、创造新经济增长点有关。发放3G牌照、加速三网融合，都是按这方向走棋，是超越集团利益之上的决策。站在这个立场上，就不难理解国家所订下的紧迫的融合时间表。三网融合对广播电视网来说极其艰难，广播电视网目前是全国四级(省地市县)各自独立为政格局，网络统一首先必须体制改革，从行政事业部门分离出来，建立企业管理模式。亦即脱离广电局成立独立的网络集团，组成“第四网络运营商”，参与网络产业竞争。对电信业来说，当前内容瓶颈仍然是制约通信业进一步发展的关键，尤其是没有“播放”和“播控”的权力。而在制作内容上，电信业其实也是门外汉。对于电信业而言，最贴切的一句话就是“强化全IP化网络改造，完善全业务运营能力，整合个人、家庭、企业和垂直领域的业务提供能力。”但是这些都不足以阻挡中国三网融合的必然趋势，现在看来，市场化机制的形成并非一日之功，国家意志层面的统一监管需要首先成行。	沈加军,舒华英
